gene,category,ensemblGeneId,classification
RNU6-559P,3,ENSG00000251960,snRNA
RNU6-55P,2,ENSG00000223024,snRNA
RNU6-560P,2,ENSG00000200877,snRNA
RNU6-562P,2,ENSG00000199601,snRNA
RNU6-563P,2,ENSG00000201742,snRNA
RNU6-564P,2,ENSG00000222915,snRNA
RNU6-565P,2,ENSG00000222869,snRNA
RNU6-566P,3,ENSG00000252599,snRNA
RNU6-558P,2,ENSG00000201382,snRNA
RNU6-567P,3,ENSG00000252555,snRNA
RNU6-56P,3,ENSG00000252795,snRNA
RNU6-570P,2,ENSG00000252860,snRNA
RNU6-571P,2,ENSG00000206855,snRNA
RNU6-572P,3,ENSG00000252533,snRNA
RNU6-573P,3,ENSG00000206665,snRNA
RNU6-561P,2,ENSG00000252031,snRNA
RNU6-575P,2,ENSG00000223258,snRNA
RNU6-574P,2,ENSG00000206992,snRNA
RNU6-576P,3,ENSG00000212156,snRNA
RNU6-578P,3,ENSG00000212282,snRNA
RNU6-579P,2,ENSG00000252688,snRNA
RNU6-57P,2,ENSG00000223280,snRNA
RNU6-581P,2,ENSG00000252023,snRNA
RNU6-582P,3,ENSG00000199859,snRNA
RNU6-583P,2,ENSG00000251821,snRNA
RNU6-584P,2,ENSG00000222282,snRNA
RNU6-586P,2,ENSG00000253074,snRNA
RNU6-587P,3,ENSG00000212584,snRNA
RNU6-588P,2,ENSG00000222213,snRNA
RNU6-577P,2,ENSG00000252756,snRNA
RNU6-589P,2,ENSG00000252294,snRNA
RNU6-58P,2,ENSG00000252952,snRNA
RNU6-592P,3,ENSG00000223265,snRNA
RNU6-590P,3,ENSG00000201909,snRNA
RNU6-591P,2,ENSG00000207122,snRNA
RNU6-593P,2,ENSG00000201586,snRNA
RNU6-580P,2,ENSG00000202029,snRNA
RNU6-596P,2,ENSG00000202265,snRNA
RNU6-597P,2,ENSG00000202490,snRNA
RNU6-595P,2,ENSG00000200814,snRNA
RNU6-598P,2,ENSG00000200887,snRNA
RNU6-599P,2,ENSG00000238529,snRNA
RNU6-59P,2,ENSG00000207518,snRNA
RNU6-5P,2,ENSG00000206965,snRNA
RNU6-600P,2,ENSG00000199394,snRNA
RNU6-601P,2,ENSG00000207270,snRNA
RNU6-602P,2,ENSG00000223087,snRNA
RNU6-603P,2,ENSG00000223335,snRNA
RNU6-604P,3,ENSG00000212219,snRNA
RNU6-605P,2,ENSG00000199963,snRNA
RNU6-606P,2,ENSG00000207452,snRNA
RNU6-607P,2,ENSG00000223215,snRNA
RNU6-608P,2,ENSG00000206654,snRNA
RNU6-60P,2,ENSG00000201662,snRNA
RNU6-609P,3,ENSG00000202329,snRNA
RNU6-612P,3,ENSG00000252718,snRNA
RNU6-614P,3,ENSG00000207097,snRNA
RNU6-613P,2,ENSG00000222344,snRNA
RNU6-615P,2,ENSG00000251874,snRNA
RNU6-616P,3,ENSG00000207081,snRNA
RNU6-617P,2,ENSG00000251956,snRNA
RNU6-618P,2,ENSG00000200388,snRNA
RNU6-619P,1,ENSG00000202016,snRNA
RNU6-61P,2,ENSG00000202398,snRNA
RNU6-620P,3,ENSG00000206744,snRNA
RNU6-622P,3,ENSG00000206999,snRNA
RNU6-621P,2,ENSG00000201622,snRNA
RNU6-623P,2,ENSG00000200013,snRNA
RNU6-625P,2,ENSG00000238658,snRNA
RNU6-624P,2,ENSG00000200281,snRNA
RNU6-626P,2,ENSG00000200224,snRNA
RNU6-628P,2,ENSG00000222607,snRNA
RNU6-627P,3,ENSG00000200902,snRNA
RNU6-629P,3,ENSG00000206788,snRNA
RNU6-62P,2,ENSG00000252335,snRNA
RNU6-630P,3,ENSG00000212560,snRNA
RNU6-610P,2,ENSG00000206991,snRNA
RNU6-611P,2,ENSG00000207003,snRNA
RNU6-631P,3,ENSG00000200790,snRNA
RNU6-634P,2,ENSG00000239189,snRNA
RNU6-633P,2,ENSG00000199482,snRNA
RNU6-635P,3,ENSG00000252460,snRNA
RNU6-636P,3,ENSG00000207328,snRNA
RNU6-638P,2,ENSG00000252391,snRNA
RNU6-637P,3,ENSG00000206777,snRNA
RNU6-640P,2,ENSG00000200563,snRNA
RNU6-642P,2,ENSG00000200029,snRNA
RNU6-644P,2,ENSG00000212457,snRNA
RNU6-645P,2,ENSG00000201519,snRNA
RNU6-646P,2,ENSG00000201441,snRNA
RNU6-647P,2,ENSG00000201113,snRNA
RNU6-63P,3,ENSG00000252499,snRNA
RNU6-641P,3,ENSG00000206733,snRNA
RNU6-648P,3,ENSG00000222122,snRNA
RNU6-649P,3,ENSG00000207192,snRNA
RNU6-650P,2,ENSG00000202528,snRNA
RNU6-651P,2,ENSG00000222972,snRNA
RNU6-652P,2,ENSG00000202358,snRNA
RNU6-639P,3,ENSG00000206801,snRNA
RNU6-654P,3,ENSG00000201243,snRNA
RNU6-655P,2,ENSG00000199728,snRNA
RNU6-643P,3,ENSG00000206745,snRNA
RNU6-656P,3,ENSG00000252594,snRNA
RNU6-657P,2,ENSG00000206631,snRNA
RNU6-658P,2,ENSG00000207336,snRNA
RNU6-660P,3,ENSG00000201436,snRNA
RNU6-661P,2,ENSG00000199279,snRNA
RNU6-64P,2,ENSG00000252928,snRNA
RNU6-662P,2,ENSG00000206980,snRNA
RNU6-663P,3,ENSG00000212407,snRNA
RNU6-653P,2,ENSG00000199944,snRNA
RNU6-664P,3,ENSG00000199251,snRNA
RNU6-665P,2,ENSG00000207369,snRNA
RNU6-666P,3,ENSG00000200369,snRNA
RNU6-667P,2,ENSG00000252995,snRNA
RNU6-668P,3,ENSG00000201050,snRNA
RNU6-66P,3,ENSG00000200267,snRNA
RNU6-659P,2,ENSG00000252263,snRNA
RNU6-65P,3,ENSG00000252141,snRNA
RNU6-670P,2,ENSG00000201182,snRNA
RNU6-673P,2,ENSG00000201954,snRNA
RNU6-674P,2,ENSG00000200701,snRNA
RNU6-675P,2,ENSG00000206963,snRNA
RNU6-677P,2,ENSG00000252723,snRNA
RNU6-678P,2,ENSG00000252641,snRNA
RNU6-679P,2,ENSG00000212305,snRNA
RNU6-680P,2,ENSG00000207333,snRNA
RNU6-67P,3,ENSG00000222791,snRNA
RNU6-681P,2,ENSG00000200882,snRNA
RNU6-685P,3,ENSG00000252897,snRNA
RNU6-682P,2,ENSG00000200713,snRNA
RNU6-684P,3,ENSG00000222761,snRNA
RNU6-687P,3,ENSG00000252252,snRNA
RNU6-686P,2,ENSG00000201709,snRNA
RNU6-689P,2,ENSG00000206924,snRNA
RNU6-669P,2,ENSG00000202445,snRNA
RNU6-68P,3,ENSG00000252385,snRNA
RNU6-692P,2,ENSG00000207225,snRNA
RNU6-672P,2,ENSG00000206638,snRNA
RNU6-694P,2,ENSG00000200941,snRNA
RNU6-695P,2,ENSG00000212459,snRNA
RNU6-696P,2,ENSG00000212136,snRNA
RNU6-697P,2,ENSG00000200218,snRNA
RNU6-698P,3,ENSG00000200393,snRNA
RNU6-699P,2,ENSG00000252890,snRNA
RNU6-6P,2,ENSG00000272055,snRNA
RNU6-7,2,ENSG00000201654,snRNA
RNU6-700P,2,ENSG00000212345,snRNA
RNU6-701P,2,ENSG00000206786,snRNA
RNU6-703P,2,ENSG00000252755,snRNA
RNU6-702P,2,ENSG00000201852,snRNA
RNU6-704P,2,ENSG00000201032,snRNA
RNU6-705P,2,ENSG00000222533,snRNA
RNU6-706P,2,ENSG00000253038,snRNA
RNU6-708P,2,ENSG00000206944,snRNA
RNU6-709P,2,ENSG00000253066,snRNA
RNU6-711P,2,ENSG00000253064,snRNA
RNU6-712P,3,ENSG00000222490,snRNA
RNU6-690P,3,ENSG00000202112,snRNA
RNU6-713P,2,ENSG00000207492,snRNA
RNU6-714P,2,ENSG00000252772,snRNA
RNU6-693P,2,ENSG00000251943,snRNA
RNU6-715P,3,ENSG00000202074,snRNA
RNU6-717P,3,ENSG00000239190,snRNA
RNU6-718P,3,ENSG00000251975,snRNA
RNU6-719P,2,ENSG00000252480,snRNA
RNU6-71P,3,ENSG00000207203,snRNA
RNU6-720P,2,ENSG00000252172,snRNA
RNU6-716P,3,ENSG00000202491,snRNA
RNU6-723P,2,ENSG00000206700,snRNA
RNU6-722P,2,ENSG00000223309,snRNA
RNU6-707P,3,ENSG00000201517,snRNA
RNU6-710P,3,ENSG00000222356,snRNA
RNU6-726P,2,ENSG00000201550,snRNA
RNU6-727P,2,ENSG00000200462,snRNA
RNU6-728P,3,ENSG00000202245,snRNA
RNU6-729P,2,ENSG00000207128,snRNA
RNU6-72P,3,ENSG00000207012,snRNA
RNU6-730P,2,ENSG00000206681,snRNA
RNU6-731P,2,ENSG00000253022,snRNA
RNU6-725P,2,ENSG00000252371,snRNA
RNU6-721P,3,ENSG00000222087,snRNA
RNU6-733P,2,ENSG00000222691,snRNA
RNU6-735P,3,ENSG00000222544,snRNA
RNU6-737P,3,ENSG00000202240,snRNA
RNU6-738P,2,ENSG00000207261,snRNA
RNU6-739P,3,ENSG00000212340,snRNA
RNU6-724P,2,ENSG00000212260,snRNA
RNU6-73P,2,ENSG00000207330,snRNA
RNU6-740P,3,ENSG00000201604,snRNA
RNU6-741P,2,ENSG00000206616,snRNA
RNU6-742P,2,ENSG00000202159,snRNA
RNU6-744P,2,ENSG00000202427,snRNA
RNU6-745P,2,ENSG00000200216,snRNA
RNU6-746P,3,ENSG00000206839,snRNA
RNU6-747P,2,ENSG00000212230,snRNA
RNU6-748P,2,ENSG00000207378,snRNA
RNU6-749P,3,ENSG00000238489,snRNA
RNU6-750P,2,ENSG00000212248,snRNA
RNU6-751P,3,ENSG00000252191,snRNA
RNU6-752P,3,ENSG00000252185,snRNA
RNU6-753P,3,ENSG00000200796,snRNA
RNU6-755P,3,ENSG00000201270,snRNA
RNU6-756P,3,ENSG00000206724,snRNA
RNU6-743P,3,ENSG00000201021,snRNA
RNU6-732P,3,ENSG00000251842,snRNA
RNU6-754P,3,ENSG00000212468,snRNA
RNU6-75P,3,ENSG00000251753,snRNA
RNU6-757P,2,ENSG00000222266,snRNA
RNU6-760P,2,ENSG00000251887,snRNA
RNU6-762P,2,ENSG00000252916,snRNA
RNU6-74P,2,ENSG00000206962,snRNA
RNU6-764P,3,ENSG00000252205,snRNA
RNU6-765P,3,ENSG00000252725,snRNA
RNU6-766P,2,ENSG00000199348,snRNA
RNU6-761P,2,ENSG00000206875,snRNA
RNU6-768P,2,ENSG00000207414,snRNA
RNU6-769P,2,ENSG00000207136,snRNA
RNU6-763P,2,ENSG00000212167,snRNA
RNU6-76P,2,ENSG00000206787,snRNA
RNU6-758P,3,ENSG00000252101,snRNA
RNU6-772P,3,ENSG00000251851,snRNA
RNU6-770P,2,ENSG00000200799,snRNA
RNU6-774P,2,ENSG00000200108,snRNA
RNU6-759P,2,ENSG00000252549,snRNA
RNU6-775P,3,ENSG00000238619,snRNA
RNU6-767P,2,ENSG00000206859,snRNA
RNU6-776P,2,ENSG00000201273,snRNA
RNU6-778P,3,ENSG00000200139,snRNA
RNU6-780P,2,ENSG00000212332,snRNA
RNU6-781P,2,ENSG00000252186,snRNA
RNU6-782P,3,ENSG00000252661,snRNA
RNU6-771P,3,ENSG00000207511,snRNA
RNU6-783P,3,ENSG00000252519,snRNA
RNU6-785P,2,ENSG00000223256,snRNA
RNU6-784P,2,ENSG00000207058,snRNA
RNU6-786P,2,ENSG00000252658,snRNA
RNU6-777P,3,ENSG00000201135,snRNA
RNU6-788P,2,ENSG00000212269,snRNA
RNU6-787P,2,ENSG00000206759,snRNA
RNU6-77P,2,ENSG00000222486,snRNA
RNU6-789P,2,ENSG00000252914,snRNA
RNU6-78P,2,ENSG00000199767,snRNA
RNU6-791P,2,ENSG00000222399,snRNA
RNU6-790P,2,ENSG00000207208,snRNA
RNU6-792P,2,ENSG00000200360,snRNA
RNU6-793P,2,ENSG00000206960,snRNA
RNU6-795P,2,ENSG00000252132,snRNA
RNU6-797P,2,ENSG00000199971,snRNA
RNU6-796P,2,ENSG00000212388,snRNA
RNU6-799P,2,ENSG00000200437,snRNA
RNU6-798P,2,ENSG00000252721,snRNA
RNU6-8,2,ENSG00000202337,snRNA
RNU6-800P,2,ENSG00000207202,snRNA
RNU6-801P,3,ENSG00000200957,snRNA
RNU6-803P,3,ENSG00000251843,snRNA
RNU6-79P,2,ENSG00000199381,snRNA
RNU6-804P,2,ENSG00000207013,snRNA
RNU6-806P,2,ENSG00000202017,snRNA
RNU6-805P,2,ENSG00000202513,snRNA
RNU6-807P,2,ENSG00000252614,snRNA
RNU6-808P,2,ENSG00000212535,snRNA
RNU6-809P,2,ENSG00000207190,snRNA
RNU6-811P,3,ENSG00000206796,snRNA
RNU6-812P,3,ENSG00000200048,snRNA
RNU6-813P,2,ENSG00000207422,snRNA
RNU6-815P,2,ENSG00000206807,snRNA
RNU6-816P,2,ENSG00000212216,snRNA
RNU6-818P,3,ENSG00000201707,snRNA
RNU6-819P,3,ENSG00000200986,snRNA
RNU6-820P,2,ENSG00000207000,snRNA
RNU6-817P,2,ENSG00000212385,snRNA
RNU6-821P,2,ENSG00000212297,snRNA
RNU6-80P,2,ENSG00000206922,snRNA
RNU6-810P,2,ENSG00000200871,snRNA
RNU6-823P,2,ENSG00000212344,snRNA
RNU6-824P,2,ENSG00000200594,snRNA
RNU6-81P,3,ENSG00000202478,snRNA
RNU6-828P,2,ENSG00000201746,snRNA
RNU6-822P,2,ENSG00000199577,snRNA
RNU6-829P,2,ENSG00000200570,snRNA
RNU6-82P,2,ENSG00000200840,snRNA
RNU6-830P,3,ENSG00000252162,snRNA
RNU6-831P,2,ENSG00000207278,snRNA
RNU6-832P,3,ENSG00000200189,snRNA
RNU6-826P,2,ENSG00000252636,snRNA
RNU6-827P,3,ENSG00000202423,snRNA
RNU6-833P,2,ENSG00000200356,snRNA
RNU6-835P,2,ENSG00000252783,snRNA
RNU6-834P,2,ENSG00000199237,snRNA
RNU6-836P,2,ENSG00000199790,snRNA
RNU6-837P,2,ENSG00000212358,snRNA
RNU6-838P,2,ENSG00000200269,snRNA
RNU6-839P,2,ENSG00000200217,snRNA
RNU6-83P,2,ENSG00000207298,snRNA
RNU6-841P,2,ENSG00000206599,snRNA
RNU6-843P,2,ENSG00000207183,snRNA
RNU6-845P,3,ENSG00000199448,snRNA
RNU6-844P,2,ENSG00000252984,snRNA
RNU6-847P,3,ENSG00000223047,snRNA
RNU6-848P,2,ENSG00000251757,snRNA
RNU6-84P,3,ENSG00000272445,snRNA
RNU6-849P,3,ENSG00000206818,snRNA
RNU6-850P,2,ENSG00000252743,snRNA
RNU6-851P,2,ENSG00000207295,snRNA
RNU6-854P,2,ENSG00000200906,snRNA
RNU6-855P,2,ENSG00000222327,snRNA
RNU6-853P,2,ENSG00000201176,snRNA
RNU6-857P,3,ENSG00000251702,snRNA
RNU6-859P,2,ENSG00000199598,snRNA
RNU6-85P,2,ENSG00000271932,snRNA
RNU6-842P,3,ENSG00000206996,snRNA
RNU6-860P,2,ENSG00000222792,snRNA
RNU6-862P,2,ENSG00000199674,snRNA
RNU6-863P,2,ENSG00000251798,snRNA
RNU6-864P,2,ENSG00000252065,snRNA
RNU6-865P,2,ENSG00000201642,snRNA
RNU6-866P,2,ENSG00000274607,snRNA
RNU6-856P,2,ENSG00000252768,snRNA
RNU6-858P,2,ENSG00000199306,snRNA
RNU6-867P,3,ENSG00000201826,snRNA
RNU6-869P,2,ENSG00000207138,snRNA
RNU6-86P,3,ENSG00000271923,snRNA
RNU6-871P,2,ENSG00000251931,snRNA
RNU6-875P,3,ENSG00000252297,snRNA
RNU6-876P,2,ENSG00000212597,snRNA
RNU6-873P,3,ENSG00000200703,snRNA
RNU6-877P,2,ENSG00000206595,snRNA
RNU6-861P,2,ENSG00000252554,snRNA
RNU6-878P,2,ENSG00000207308,snRNA
RNU6-879P,2,ENSG00000201198,snRNA
RNU6-874P,2,ENSG00000199260,snRNA
RNU6-87P,2,ENSG00000272028,snRNA
RNU6-881P,2,ENSG00000252622,snRNA
RNU6-882P,2,ENSG00000212327,snRNA
RNU6-880P,2,ENSG00000207256,snRNA
RNU6-885P,2,ENSG00000252416,snRNA
RNU6-887P,3,ENSG00000222592,snRNA
RNU6-883P,2,ENSG00000207327,snRNA
RNU6-886P,2,ENSG00000207046,snRNA
RNU6-890P,2,ENSG00000206848,snRNA
RNU6-889P,3,ENSG00000252998,snRNA
RNU6-88P,2,ENSG00000272507,snRNA
RNU6-892P,2,ENSG00000222267,snRNA
RNU6-893P,2,ENSG00000238444,snRNA
RNU6-884P,2,ENSG00000200759,snRNA
RNU6-888P,2,ENSG00000199880,snRNA
RNU6-894P,2,ENSG00000252903,snRNA
RNU6-895P,2,ENSG00000206852,snRNA
RNU6-897P,2,ENSG00000252944,snRNA
RNU6-891P,2,ENSG00000207007,snRNA
RNU6-896P,2,ENSG00000199246,snRNA
RNU6-898P,2,ENSG00000202497,snRNA
RNU6-9,2,ENSG00000207507,snRNA
RNU6-89P,2,ENSG00000272262,snRNA
RNU6-900P,2,ENSG00000207227,snRNA
RNU6-902P,3,ENSG00000253021,snRNA
RNU6-903P,2,ENSG00000212572,snRNA
RNU6-904P,2,ENSG00000252015,snRNA
RNU6-905P,3,ENSG00000207163,snRNA
RNU6-907P,2,ENSG00000212226,snRNA
RNU6-899P,2,ENSG00000200817,snRNA
RNU6-909P,2,ENSG00000252867,snRNA
RNU6-90P,2,ENSG00000272337,snRNA
RNU6-901P,2,ENSG00000207323,snRNA
RNU6-911P,2,ENSG00000252332,snRNA
RNU6-910P,2,ENSG00000212146,snRNA
RNU6-912P,2,ENSG00000200670,snRNA
RNU6-908P,2,ENSG00000222092,snRNA
RNU6-913P,3,ENSG00000212215,snRNA
RNU6-914P,2,ENSG00000252558,snRNA
RNU6-916P,2,ENSG00000251897,snRNA
RNU6-917P,2,ENSG00000252103,snRNA
RNU6-919P,2,ENSG00000252540,snRNA
RNU6-921P,2,ENSG00000207089,snRNA
RNU6-920P,2,ENSG00000222858,snRNA
RNU6-922P,2,ENSG00000252562,snRNA
RNU6-915P,2,ENSG00000201813,snRNA
RNU6-918P,3,ENSG00000212521,snRNA
RNU6-91P,2,ENSG00000272439,snRNA
RNU6-923P,2,ENSG00000201623,snRNA
RNU6-925P,2,ENSG00000207359,snRNA
RNU6-924P,2,ENSG00000199796,snRNA
RNU6-927P,2,ENSG00000252008,snRNA
RNU6-928P,3,ENSG00000252685,snRNA
RNU6-92P,3,ENSG00000272393,snRNA
RNU6-929P,2,ENSG00000207158,snRNA
RNU6-931P,3,ENSG00000200720,snRNA
RNU6-933P,2,ENSG00000207153,snRNA
RNU6-932P,3,ENSG00000212410,snRNA
RNU6-926P,2,ENSG00000206802,snRNA
RNU6-930P,2,ENSG00000212240,snRNA
RNU6-936P,2,ENSG00000206732,snRNA
RNU6-937P,2,ENSG00000207053,snRNA
RNU6-938P,3,ENSG00000223217,snRNA
RNU6-939P,3,ENSG00000207364,snRNA
RNU6-935P,2,ENSG00000222303,snRNA
RNU6-940P,3,ENSG00000200303,snRNA
RNU6-942P,2,ENSG00000199872,snRNA
RNU6-941P,2,ENSG00000252155,snRNA
RNU6-934P,3,ENSG00000202024,snRNA
RNU6-944P,2,ENSG00000200893,snRNA
RNU6-943P,2,ENSG00000252769,snRNA
RNU6-945P,2,ENSG00000206674,snRNA
RNU6-947P,2,ENSG00000252073,snRNA
RNU6-948P,2,ENSG00000252183,snRNA
RNU6-946P,2,ENSG00000206605,snRNA
RNU6-949P,3,ENSG00000206767,snRNA
RNU6-94P,2,ENSG00000271819,snRNA
RNU6-950P,3,ENSG00000207381,snRNA
RNU6-951P,2,ENSG00000199603,snRNA
RNU6-953P,2,ENSG00000238941,snRNA
RNU6-954P,2,ENSG00000223287,snRNA
RNU6-955P,2,ENSG00000222429,snRNA
RNU6-957P,2,ENSG00000200522,snRNA
RNU6-958P,2,ENSG00000252804,snRNA
RNU6-952P,2,ENSG00000212466,snRNA
RNU6-959P,2,ENSG00000207402,snRNA
RNU6-95P,2,ENSG00000207428,snRNA
RNU6-956P,3,ENSG00000239030,snRNA
RNU6-960P,2,ENSG00000200926,snRNA
RNU6-966P,3,ENSG00000252288,snRNA
RNU6-967P,3,ENSG00000201894,snRNA
RNU6-968P,2,ENSG00000206803,snRNA
RNU6-961P,2,ENSG00000200763,snRNA
RNU6-969P,2,ENSG00000206627,snRNA
RNU6-970P,2,ENSG00000252121,snRNA
RNU6-965P,3,ENSG00000252530,snRNA
RNU6-972P,2,ENSG00000212510,snRNA
RNU6-974P,3,ENSG00000206826,snRNA
RNU6-973P,3,ENSG00000201560,snRNA
RNU6-975P,2,ENSG00000207023,snRNA
RNU6-979P,2,ENSG00000206623,snRNA
RNU6-976P,2,ENSG00000251895,snRNA
RNU6-977P,2,ENSG00000252220,snRNA
RNU6-971P,3,ENSG00000252729,snRNA
RNU6-978P,3,ENSG00000201241,snRNA
RNU6-980P,3,ENSG00000252734,snRNA
RNU6-97P,3,ENSG00000200257,snRNA
RNU6-982P,3,ENSG00000252025,snRNA
RNU6-984P,2,ENSG00000200106,snRNA
RNU6-983P,2,ENSG00000251813,snRNA
RNU6-986P,2,ENSG00000200003,snRNA
RNU6-987P,2,ENSG00000207490,snRNA
RNU6-988P,2,ENSG00000253437,snRNA
RNU6-989P,2,ENSG00000199626,snRNA
RNU6-98P,2,ENSG00000206900,snRNA
RNU6-990P,3,ENSG00000201255,snRNA
RNU6-991P,2,ENSG00000251977,snRNA
RNU6-992P,3,ENSG00000200213,snRNA
RNU6-985P,3,ENSG00000222114,snRNA
RNU6-993P,2,ENSG00000252962,snRNA
RNU6-994P,3,ENSG00000222439,snRNA
RNU6-995P,3,ENSG00000212546,snRNA
RNU6-998P,2,ENSG00000251703,snRNA
RNU6-996P,3,ENSG00000202308,snRNA
RNU6-999P,2,ENSG00000251754,snRNA
RNU6-997P,2,ENSG00000207456,snRNA
RNU6-99P,3,ENSG00000201591,snRNA
RNU6ATAC11P,2,ENSG00000221468,snRNA
RNU6ATAC12P,2,ENSG00000252351,snRNA
RNU6ATAC10P,2,ENSG00000221562,snRNA
RNU6ATAC13P,2,ENSG00000251961,snRNA
RNU6ATAC14P,2,ENSG00000252027,snRNA
RNU6ATAC15P,2,ENSG00000221206,snRNA
RNU6ATAC16P,2,ENSG00000221518,snRNA
RNU6ATAC20P,2,ENSG00000221363,snRNA
RNU6ATAC21P,2,ENSG00000221583,snRNA
RNU6ATAC18P,2,ENSG00000221340,snRNA
RNU6ATAC19P,3,ENSG00000221023,snRNA
RNU6ATAC22P,3,ENSG00000252603,snRNA
RNU6ATAC,1,ENSG00000221676,snRNA
RNU6ATAC23P,2,ENSG00000221375,snRNA
RNU6ATAC24P,2,ENSG00000252620,snRNA
RNU6ATAC25P,2,ENSG00000221725,snRNA
RNU6ATAC26P,2,ENSG00000210841,snRNA
RNU6ATAC27P,2,ENSG00000221216,snRNA
RNU6ATAC28P,2,ENSG00000238561,snRNA
RNU6ATAC29P,2,ENSG00000221015,snRNA
RNU6ATAC31P,2,ENSG00000221440,snRNA
RNU6ATAC30P,2,ENSG00000221114,snRNA
RNU6ATAC32P,3,ENSG00000251835,snRNA
RNU6ATAC33P,2,ENSG00000221574,snRNA
RNU6ATAC2P,2,ENSG00000210678,snRNA
RNU6ATAC34P,2,ENSG00000221806,snRNA
RNU6ATAC37P,3,ENSG00000221255,snRNA
RNU6ATAC38P,2,ENSG00000221046,snRNA
RNU6ATAC40P,2,ENSG00000221507,snRNA
RNU6ATAC36P,3,ENSG00000252684,snRNA
RNU6ATAC3P,2,ENSG00000210709,snRNA
RNU6ATAC35P,1,ENSG00000221571,lncRNA
RNU6ATAC41P,3,ENSG00000221527,snRNA
RNU6ATAC42P,2,ENSG00000221564,snRNA
RNU6ATAC4P,2,ENSG00000210181,snRNA
RNU6ATAC5P,2,ENSG00000210839,snRNA
RNU6ATAC6P,2,ENSG00000221059,snRNA
RNU6ATAC7P,2,ENSG00000221038,snRNA
RNU6ATAC39P,1,ENSG00000252118,snRNA
RNU6V,2,ENSG00000206832,snRNA
RNU7-104P,3,ENSG00000238542,snRNA
RNU6ATAC8P,2,ENSG00000221387,snRNA
RNU7-144P,3,ENSG00000238452,snRNA
RNU7-173P,3,ENSG00000238950,snRNA
RNU7-92P,3,ENSG00000238785,snRNA
RNVU1-1,1,ENSG00000207340,snRNA
RNVU1-14,1,ENSG00000207501,snRNA
RNVU1-15,1,ENSG00000207205,snRNA
RNVU1-18,1,ENSG00000206737,snRNA
RNVU1-2,1,ENSG00000238825,snRNA
RNVU1-19,2,ENSG00000275538,snRNA
RNVU1-21,1,ENSG00000202408,snRNA
RNVU1-22,1,ENSG00000199879,snRNA
RNVU1-23,2,ENSG00000252826,snRNA
RNU6ATAC9P,2,ENSG00000252019,snRNA
RNVU1-26,1,ENSG00000275291,snRNA
RNVU1-25,1,ENSG00000274428,snRNA
RNVU1-27,1,ENSG00000274210,snRNA
RNVU1-17,2,ENSG00000207349,snRNA
RNVU1-2A,1,ENSG00000278099,snRNA
RNVU1-28,1,ENSG00000277918,snRNA
RNVU1-3,1,ENSG00000201183,snRNA
RNVU1-24,2,ENSG00000201699,snRNA
RNVU1-31,1,ENSG00000270722,snRNA
RNVU1-29,1,ENSG00000273768,snRNA
RNVU1-34,2,ENSG00000200997,snRNA
RNVU1-4,1,ENSG00000277610,snRNA
RNVU1-30,1,ENSG00000206828,snRNA
RNVU1-7,1,ENSG00000206585,snRNA
RNVU1-8,1,ENSG00000286172,snRNA
RNVU1-32,2,ENSG00000207110,snRNA
RNVU1-33,1,ENSG00000200597,snRNA
RNY1,1,ENSG00000201098,misc_RNA
RNY1P1,2,ENSG00000201242,misc_RNA
RNY1P10,2,ENSG00000200138,misc_RNA
RNY1P11,2,ENSG00000200629,misc_RNA
RNY1P12,2,ENSG00000201121,misc_RNA
RNY1P13,2,ENSG00000201900,misc_RNA
RNY1P14,2,ENSG00000207155,misc_RNA
RNY1P16,1,ENSG00000199933,misc_RNA
RNY1P2,2,ENSG00000201690,misc_RNA
RNY1P3,2,ENSG00000223158,misc_RNA
RNY1P4,2,ENSG00000207325,misc_RNA
RNY1P5,2,ENSG00000206617,misc_RNA
RNY1P6,2,ENSG00000206920,misc_RNA
RNY1P7,2,ENSG00000207474,misc_RNA
RNVU1-6,1,ENSG00000201558,snRNA
RNY3,1,ENSG00000202354,misc_RNA
RNY3P1,2,ENSG00000201955,misc_RNA
RNY1P9,2,ENSG00000255156,misc_RNA
RNY3P10,3,ENSG00000207495,misc_RNA
RNY3P11,2,ENSG00000201023,misc_RNA
RNY3P13,2,ENSG00000202412,misc_RNA
RNY3P14,2,ENSG00000207036,misc_RNA
RNY1P15,2,ENSG00000222351,misc_RNA
RNY3P15,2,ENSG00000252106,misc_RNA
RNY3P16,2,ENSG00000252147,misc_RNA
RNY3P12,2,ENSG00000202297,misc_RNA
RNY3P2,2,ENSG00000199788,misc_RNA
RNY1P8,2,ENSG00000206697,misc_RNA
RNY3P3,2,ENSG00000200686,misc_RNA
RNY3P4,2,ENSG00000207157,misc_RNA
RNY3P5,2,ENSG00000206854,misc_RNA
RNY3P7,2,ENSG00000206800,misc_RNA
RNY3P8,2,ENSG00000223298,misc_RNA
RNY4,1,ENSG00000252316,misc_RNA
RNY3P9,2,ENSG00000207458,misc_RNA
RNY4P10,2,ENSG00000202441,misc_RNA
RNY4P16,2,ENSG00000201638,misc_RNA
RNY4P14,2,ENSG00000200526,misc_RNA
RNY4P18,3,ENSG00000212409,misc_RNA
RNY4P13,3,ENSG00000207011,misc_RNA
RNY4P19,2,ENSG00000199400,misc_RNA
RNY4P17,2,ENSG00000201818,misc_RNA
RNY4P23,2,ENSG00000201377,misc_RNA
RNY4P25,2,ENSG00000238711,misc_RNA
RNY4P28,2,ENSG00000202151,misc_RNA
