protein,r2score,rho,p-values,r2_mRNA_protein,r2_mRNA_protein_basic_linear_regression,p-val adj. BH
KCTD12,0.6839243769645691,0.8624761904761904,3.4672862721163946e-38,0.5875799655914307,0.6114851548207729,4.446084134507285e-36
AKAP12,0.7193790078163147,0.8623348694316435,3.6767588010553126e-38,0.4574911594390869,0.5039554959328242,4.638646345460429e-36
MYLK,0.6937383413314819,0.8619047619047617,4.3936480339613263e-38,0.4344172477722168,0.4925379197344305,5.455097606610396e-36
SPATS2L,0.7371803522109985,0.8618556067588324,4.4838369173811685e-38,0.5961003303527832,0.6694109783404529,5.4800894324617967e-36
UTP4,0.6999951601028442,0.8616221198156679,4.93764679600071e-38,-0.1419374942779541,0.21064242716952225,5.941888190510394e-36
SPTAN1,0.7255088686943054,0.8610445468509983,6.262761315270187e-38,-0.06464707851409912,0.2192870178848482,7.422321061824758e-36
PXN,0.6445953845977783,0.8610076804915513,6.358288525240439e-38,0.0458827018737793,0.23280980564982057,7.423064603646374e-36
ANXA2,0.7087012529373169,0.8609708141321044,6.455244757269519e-38,-0.024120569229125977,0.3600010618702463,7.425430072259144e-36
NOP56,0.6706689596176147,0.8609155145929339,6.603404445416303e-38,0.06520986557006836,0.29626038006041927,7.485772401745844e-36
DPT,0.6908044815063477,0.8608786482334868,6.704025575495172e-38,-0.13685989379882812,0.2166376423993432,7.491269721646177e-36
LMNA,0.7216256856918335,0.8604239631336403,8.075759697696859e-38,-0.28910160064697266,0.0864714063307578,8.77341560491456e-36
IKBIP,0.7332854270935059,0.8604423963133638,8.015144029208897e-38,0.5712220668792725,0.6252887691000781,8.77341560491456e-36
GBP1,0.731073260307312,0.8603870967741934,8.198343228151968e-38,0.723041296005249,0.7312912267139742,8.784580922000643e-36
DPYSL2,0.6968598961830139,0.860331797235023,8.385648409960061e-38,0.27452367544174194,0.4293677338557219,8.863857008474e-36
FMNL1,0.7051180601119995,0.8598648233486942,1.0144106714668184e-37,0.4836805462837219,0.5195329217903557,1.0579627029617939e-35
ESF1,0.6634014844894409,0.8595391705069123,1.1579603064386028e-37,0.11350762844085693,0.30159871482582234,1.1917849364424672e-35
FNDC3B,0.7185447812080383,0.8592442396313362,1.3050475673210441e-37,0.39002084732055664,0.5168755321101571,1.325724944361715e-35
PSME3,0.6932299137115479,0.858943164362519,1.4740742024632789e-37,0.4399120807647705,0.5568593308037384,1.4595200521098438e-35
GIMAP8,0.7365231513977051,0.8589554531490013,1.4667727933631626e-37,0.6709094047546387,0.6939389803486894,1.4595200521098438e-35
SORBS3,0.6837500929832458,0.8585929339477725,1.6978294307282558e-37,-0.01538550853729248,0.20509839297515622,1.660052725894552e-35
NAT10,0.7156533002853394,0.8584761904761904,1.7795723512853205e-37,0.5844157934188843,0.626611147895974,1.718495670586886e-35
FYCO1,0.7033198475837708,0.8582119815668201,1.9790898522670187e-37,0.4779994487762451,0.5556560238695196,1.8878586371259292e-35
TLN2,0.6639823913574219,0.8577204301075267,2.410337586837886e-37,-0.6279832124710083,0.06248257938592302,2.2715253740055354e-35
NOP58,0.617817759513855,0.8574746543778802,2.659277850280049e-37,-0.21291351318359375,0.14503504409081353,2.476294207725065e-35
ARHGAP25,0.7644301652908325,0.8574448149216682,2.691167517685867e-37,0.45728224515914917,0.5774750009013863,2.476507332157512e-35
SASH3,0.7389410138130188,0.8571858678955452,2.9841287578943255e-37,0.5854692459106445,0.6139485236332364,2.714169202819699e-35
ITGA5,0.6381770372390747,0.8571367127496159,3.0431713891480733e-37,0.3511582016944885,0.46983225669437645,2.736055931714509e-35
PTK7,0.7309420108795166,0.8570138248847925,3.1958371651508213e-37,0.6977605819702148,0.7302989746272238,2.8087458770572724e-35
UMPS,0.6840356588363647,0.8570138248847925,3.1958371651508213e-37,0.4710291028022766,0.5204764570675663,2.8087458770572724e-35
CEBPZ,0.7051246166229248,0.8569769585253455,3.243084334967431e-37,0.014293432235717773,0.2734220798415519,2.8186006297905827e-35
PUS7,0.7286656498908997,0.856921658986175,3.3152424617814747e-37,0.6155891418457031,0.6790676924114788,2.849651267698318e-35
TMOD2,0.6588656902313232,0.8567619047619046,3.5326616036488445e-37,0.12162941694259644,0.2657319651578626,3.0035303330153545e-35
LUM,0.7332799434661865,0.856700460829493,3.619957101046997e-37,-0.378989577293396,0.1145863145323512,3.0446563918698507e-35
PPP1R12C,0.6778405904769897,0.8565960061443931,3.773240176977005e-37,0.03844344615936279,0.20450465984892346,3.139817517480227e-35
HK3,0.6534688472747803,0.8562887864823346,4.261922493812735e-37,0.5821987390518188,0.6113991306193963,3.5091323943792855e-35
TAGLN,0.6454499363899231,0.8559508448540706,4.871290277368361e-37,0.45454514026641846,0.5269253429119722,3.969086723914096e-35
FBL,0.6388493180274963,0.8558402457757296,5.088693296831212e-37,0.08472466468811035,0.3076243091595692,4.10348030596018e-35
PRKAR2A,0.6766007542610168,0.8556436251920121,5.49892698435299e-37,-0.5902520418167114,0.08368352744473334,4.389041517511131e-35
LRPPRC,0.659329354763031,0.8552319508448539,6.465718644715037e-37,0.3899453282356262,0.4424999730152234,5.108570832218284e-35
MMP14,0.7225697040557861,0.8547281105990782,7.877849656483494e-37,0.6672409772872925,0.7082234515244034,6.162054001301389e-35
WAS,0.7545501589775085,0.8545990783410138,8.285647759572273e-37,0.5511156916618347,0.5963071027740896,6.416865027264784e-35
UACA,0.7045336365699768,0.8541505376344084,9.870882329301467e-37,0.25138336420059204,0.45769810400275796,7.569611919587849e-35
HDGFL3,0.6951442956924438,0.8540706605222733,1.0182836740143143e-36,-0.15618789196014404,0.2192862538066418,7.733024172951424e-35
DDX5,0.6771852970123291,0.8540030721966203,1.0454334867306205e-36,-0.5127627849578857,0.1277390653140428,7.862866089622032e-35
LMCD1,0.6698680520057678,0.8534316436251919,1.3052154953505706e-36,0.40898674726486206,0.5135370902848315,9.723233909173489e-35
ARHGDIB,0.6790542602539062,0.8532718894009217,1.3885311264764274e-36,0.41774874925613403,0.46640826585256095,1.0246311765376052e-34
HSPG2,0.671510636806488,0.8527926267281104,1.6710329509370558e-36,-0.809808611869812,0.010761748869354923,1.2215719385261355e-34
SORBS1,0.6850978136062622,0.8525652841781873,1.8240541506473845e-36,0.4685637950897217,0.51278678455165,1.321088107996652e-34
PTPN6,0.7392383217811584,0.8525284178187403,1.8501307133915825e-36,0.5793372392654419,0.5980839208801597,1.327680957811831e-34
DDX52,0.6698603630065918,0.8522457757296465,2.0625727927373383e-36,-0.3344156742095947,0.14781197618719114,1.466676762253769e-34
UTP15,0.6962026357650757,0.8517665130568355,2.4787414449385695e-36,-0.07839465141296387,0.27047118729326,1.7467311335413954e-34
NAXD,0.6990641951560974,0.8514285714285713,2.8206355901330382e-36,-0.13326942920684814,0.17747237856248538,1.9699117487518416e-34
MSI2,0.6580760478973389,0.8512565284178186,3.012045733553379e-36,0.6637817621231079,0.6932662310781355,2.084975374146419e-34
TP53BP1,0.6643232107162476,0.851127496159754,3.163908409151506e-36,0.46096956729888916,0.6264674699582573,2.170885225998516e-34
WDR12,0.7003859281539917,0.8507588325652841,3.640391222710605e-36,0.0743066668510437,0.2838614017247348,2.4760991429602045e-34
SORBS2,0.6771143674850464,0.8506482334869431,3.796586465210142e-36,0.31997931003570557,0.41861909621231813,2.5600775285235977e-34
MYO1B,0.6615338325500488,0.850500768049155,4.015109181894496e-36,0.6369850635528564,0.6936067294848292,2.6842892325451922e-34
DDX21,0.719612717628479,0.8504331797235022,4.11934324890025e-36,0.26212078332901,0.4224426955432637,2.714003693320534e-34
NRDC,0.6996136903762817,0.8504270353302611,4.1289496229243615e-36,0.5647053718566895,0.6095051520244422,2.714003693320534e-34
CAPRIN1,0.690149188041687,0.8503655913978493,4.226229881417834e-36,0.37582820653915405,0.524386785862847,2.754797511037525e-34
ARHGAP45,0.7840498089790344,0.8500890937019968,4.692540129161886e-36,0.4246899485588074,0.4614822589220239,3.0334751149011794e-34
PLEKHO2,0.6382431983947754,0.8493947772657449,6.097446486409335e-36,0.3263000249862671,0.44089839372998185,3.909362821040477e-34
DOCK2,0.7361429929733276,0.8491490015360982,6.687638657000741e-36,0.6727040410041809,0.6884286982930908,4.252903217484536e-34
NOL11,0.7042553424835205,0.8488479262672809,7.487356062802712e-36,0.03218734264373779,0.3153127669535936,4.723072509938937e-34
RIF1,0.688499391078949,0.8488110599078339,7.591506520401311e-36,1.9550323486328125e-05,0.25518708317732947,4.750461120206325e-34
CSE1L,0.7417147159576416,0.8484731182795697,8.614872730232961e-36,0.5103422403335571,0.5640745592292723,5.348058293323986e-34
CKAP4,0.6992822885513306,0.8481966205837173,9.551788277776432e-36,0.4516383409500122,0.5943681706750821,5.882999047934429e-34
RAI14,0.6394996643066406,0.8481720430107527,9.639750067248307e-36,-0.0668327808380127,0.22288744795746632,5.89079101765752e-34
SND1,0.6896873712539673,0.848006144393241,1.0254622985585592e-35,0.34188413619995117,0.5026031881312217,6.217958216531047e-34
EIF2AK2,0.6844099760055542,0.8476251920122887,1.181580178281785e-35,0.4652388095855713,0.49820066165315335,7.109477041938556e-34
PDCD11,0.657734215259552,0.8475145929339476,1.2311165232708422e-35,0.2204485535621643,0.39286796560227427,7.350987362614143e-34
PPP1R12B,0.6180516481399536,0.8471336405529952,1.4178361387117365e-35,0.49899822473526,0.5409107352545722,8.401753240153942e-34
CAVIN2,0.6750866174697876,0.8470230414746543,1.477064013280564e-35,0.5675785541534424,0.6053919344397795,8.686913317203436e-34
PLCD1,0.6997607946395874,0.8461505376344084,2.0376037252896713e-35,0.4439311623573303,0.4922537968780653,1.1806026917937635e-33
SNX5,0.6587609648704529,0.8461566820276496,2.0330067175629373e-35,-0.7851818799972534,0.00031158616453151334,1.1806026917937635e-33
TCOF1,0.677272379398346,0.8459784946236557,2.1705404078899095e-35,0.03805774450302124,0.3624941177352652,1.2483799316555053e-33
WDR43,0.6745362877845764,0.8457941628264207,2.3224126547482897e-35,0.3452884554862976,0.4198989138081365,1.3259789624409579e-33
U2SURP,0.6590276956558228,0.8454992319508448,2.5873426866592313e-35,0.025838792324066162,0.34746779193184707,1.4665358329745295e-33
EVL,0.7510116100311279,0.8452350230414745,2.849695044996676e-35,0.4313567876815796,0.5271286558447795,1.6036197584146764e-33
PRKG1,0.665652871131897,0.8448602150537632,3.2671314610778515e-35,0.46517735719680786,0.5270676405333464,1.8253930206107823e-33
SSH3,0.6097670793533325,0.8443993855606758,3.8631834678196226e-35,0.4112911820411682,0.4684912615045967,2.1431078783890133e-33
ALDH18A1,0.6695772409439087,0.8439447004608294,4.5553583502215575e-35,0.26196742057800293,0.4195695514913699,2.509296691227678e-33
BMS1,0.6919676065444946,0.8437296466973884,4.92376193786516e-35,0.16190624237060547,0.36506379436799063,2.693263348110579e-33
DYSF,0.6656489968299866,0.843600614439324,5.158664650057196e-35,0.43725430965423584,0.5524049787474752,2.8021579786630128e-33
CAV1,0.6648885011672974,0.8433609831029185,5.624420738090029e-35,0.46747535467147827,0.5696352912047573,3.013302672146589e-33
PSIP1,0.743451714515686,0.8433609831029185,5.624420738090029e-35,0.36200493574142456,0.4526820163798741,3.013302672146589e-33
LIG1,0.7256901264190674,0.8432012288786482,5.95757929991996e-35,0.6940529346466064,0.7336413087741044,3.170080631562852e-33
NMI,0.7091752290725708,0.8429308755760367,6.565994011741844e-35,0.4438777565956116,0.4858413130627213,3.4702165648543726e-33
DCN,0.7104309797286987,0.8419846390168969,9.214721009749942e-35,0.3877102732658386,0.4910351146567849,4.837419311292889e-33
TBL3,0.6738550066947937,0.8418556067588325,9.648892176786023e-35,-0.016686320304870605,0.18081704004356194,5.0315756404546846e-33
SUPT16H,0.7135224342346191,0.8417818740399384,9.905930531765996e-35,0.39989757537841797,0.5092181915597848,5.1314032198326896e-33
BTK,0.7136459350585938,0.8412780337941628,1.185116524984551e-34,0.51900315284729,0.5881039072046901,6.098672012124446e-33
PARN,0.7116571664810181,0.8410629800307218,1.2791274773796714e-34,-0.042909860610961914,0.33321426859509556,6.539434724224698e-33
IPO9,0.7207742929458618,0.8410261136712748,1.2959618392247785e-34,0.5031208992004395,0.584210727752674,6.582476302867673e-33
GCN1,0.6247061491012573,0.8409400921658985,1.3360913605437025e-34,0.307043194770813,0.389798659501381,6.742520401401833e-33
SMARCC1,0.6583148241043091,0.84073732718894,1.4355651681896013e-34,0.2560408115386963,0.48992928193126806,7.19807099075581e-33
PRPF8,0.6020169854164124,0.8407188940092165,1.444960278579403e-34,-0.5371843576431274,0.08606279249726105,7.199031400667573e-33
NAA15,0.6680957078933716,0.8406205837173578,1.4960948962265679e-34,0.2001977562904358,0.3975332189932802,7.406616631825452e-33
HSPA12A,0.7260516881942749,0.8399815668202764,1.8744820411136214e-34,-0.032511115074157715,0.27964233149092094,9.221508506660846e-33
FHOD1,0.6161046028137207,0.8398648233486942,1.953099943229113e-34,0.436265230178833,0.4781946633357253,9.548217347461324e-33
UTRN,0.630654513835907,0.8395883256528417,2.152423147854175e-34,0.28814512491226196,0.3936326620794266,1.0457300535723826e-32
LOXL2,0.6606236696243286,0.8394777265745006,2.237621042162279e-34,0.5371223092079163,0.6185634822498078,1.0804118389995893e-32
PPP1R10,0.5931423902511597,0.8393241167434714,2.3614593519767812e-34,-0.11569404602050781,0.15134567518889455,1.1332107393351155e-32
LCP2,0.7614240050315857,0.8391582181259599,2.502754867793262e-34,0.5165223479270935,0.5656827009693458,1.193691986334079e-32
COL5A2,0.6792938709259033,0.8387526881720428,2.8839681523282693e-34,0.620485782623291,0.6511427443038283,1.3671756901522255e-32
SSRP1,0.6917400360107422,0.8386850998463901,2.952812835933161e-34,0.18388110399246216,0.40425181983749203,1.391379638715011e-32
DOCK8,0.6948546171188354,0.8382304147465438,3.459691545520549e-34,0.4838235378265381,0.5675337376267613,1.6204615131174692e-32
KARS1,0.6470708847045898,0.838058371735791,3.6729488645836203e-34,0.5398715734481812,0.5990522534551072,1.7101075011174453e-32
SLC16A3,0.6875728964805603,0.8375422427035328,4.393043169060156e-34,0.6846815943717957,0.7110875242344058,2.0332771401413336e-32
CSRP1,0.6411024928092957,0.8374807987711212,4.4874887494566706e-34,0.3111577033996582,0.42178224042791335,2.0647727646029456e-32
MYBBP1A,0.6260782480239868,0.8373026113671275,4.772781497548229e-34,0.30621278285980225,0.41396510206151993,2.183198647591944e-32
COL3A1,0.7039086818695068,0.8369155145929339,5.455216746605778e-34,0.598385214805603,0.633134461652826,2.4808549646482786e-32
P4HB,0.7045472860336304,0.8368294930875575,5.6193913743714674e-34,0.5496453642845154,0.6399689933919512,2.540744469961481e-32
MRE11,0.6499731540679932,0.8366943164362519,5.8872148547131055e-34,0.3076207637786865,0.4628647492742717,2.646539919170455e-32
GPX8,0.6966716051101685,0.8366021505376343,6.0769559857684e-34,0.5046716928482056,0.5636874827131821,2.716225698324596e-32
OLFML3,0.6686261296272278,0.8364854070660521,6.325919533032368e-34,0.19054913520812988,0.33951783429602533,2.8114399197374534e-32
UBE2L6,0.6910591125488281,0.8363809523809522,6.557134257036336e-34,0.7184466123580933,0.731970267844186,2.8977346982224984e-32
SNRNP200,0.6076482534408569,0.8362519201228876,6.85421436941136e-34,0.1691591739654541,0.2883190143545273,3.012003640310992e-32
MCAM,0.6342533826828003,0.8362027649769583,6.9708250814929e-34,0.16029751300811768,0.43926495060864673,3.046133731141757e-32
TBC1D2B,0.6457949876785278,0.8360184331797234,7.425693143353785e-34,0.40848320722579956,0.4813956798565226,3.226876209295184e-32
RCN3,0.6869562864303589,0.8359815668202764,7.520097632168644e-34,0.5574730634689331,0.6182180274370231,3.2319892131221503e-32
UTP3,0.6699271202087402,0.8359815668202764,7.520097632168644e-34,-0.920085072517395,0.013248632363786355,3.2319892131221503e-32
SPTBN1,0.6778127551078796,0.8357972350230414,8.010055081527091e-34,0.49410611391067505,0.5544232167368301,3.423751412442891e-32
IFIT1,0.7110792994499207,0.8357603686635944,8.111736521330019e-34,0.48105740547180176,0.6040829342904462,3.448369732056707e-32
FTSJ3,0.6686910390853882,0.8356559139784945,8.406755559622673e-34,0.0315021276473999,0.3232804168161713,3.535357096095083e-32
PECAM1,0.6755921840667725,0.8356682027649768,8.371508818170459e-34,0.4266284108161926,0.5543080896644437,3.535357096095083e-32
DNMT1,0.641215443611145,0.8354961597542241,8.87841797429474e-34,0.5333102941513062,0.5638175695801964,3.71374253448842e-32
TLN1,0.6275899410247803,0.8353978494623656,9.181465278381863e-34,0.02468043565750122,0.18259476716726594,3.8078401642507425e-32
LRP1,0.617038369178772,0.8353917050691244,9.200738826941835e-34,0.15189909934997559,0.32474345815354205,3.8078401642507425e-32
PRDX3,0.6266759634017944,0.8352442396313362,9.675388761276039e-34,-0.1780405044555664,0.16872801546442998,3.9832047837211143e-32
PODN,0.656504213809967,0.8352025118328007,9.814001492955882e-34,0.3757951259613037,0.5014900840744662,4.019116213502665e-32
NFKB2,0.6343498229980469,0.8342795698924731,1.3429066580476593e-33,0.3554207682609558,0.41399136393497266,5.470945770442079e-32
GUCY1B1,0.6418894529342651,0.8341874039938555,1.3854819551474048e-33,-0.1391010284423828,0.2011677944607609,5.586206109877836e-32
CAVIN3,0.712689995765686,0.8341874039938555,1.3854819551474048e-33,-0.5069845914840698,0.14334117308549768,5.586206109877836e-32
TNXB,0.6479949951171875,0.8338924731182794,1.5308096612665933e-33,0.5398069620132446,0.5487920453261628,6.109180188993516e-32
ABHD14B,0.6352790594100952,0.8338986175115206,1.5276348387710117e-33,0.2203769087791443,0.3632792371214254,6.109180188993516e-32
MYH14,0.6889761686325073,0.8336835637480798,1.642687951473549e-33,0.4639925956726074,0.536123394882142,6.522388404277207e-32
ANXA3,0.6871891021728516,0.8335176651305682,1.7372075985468396e-33,0.6338367462158203,0.6669753681713806,6.828360721524311e-32
PNPT1,0.6532008647918701,0.8335238095238094,1.7336136639075753e-33,0.011600255966186523,0.27170417810850095,6.828360721524311e-32
NUFIP2,0.6995446681976318,0.833468509984639,1.7662232304346783e-33,0.18606775999069214,0.3225151384377334,6.907699054230027e-32
PCDH1,0.6287745237350464,0.8331182795698924,1.987165971580303e-33,0.3561598062515259,0.4796806682511647,7.733140412786633e-32
COLGALT1,0.686630129814148,0.833099846390169,1.9995164793436808e-33,0.5648051500320435,0.5978496694980342,7.742682129418946e-32
LAMB2,0.6672821044921875,0.8325898617511519,2.3726943446137023e-33,-0.08393943309783936,0.19722898331520572,9.14247052392531e-32
MACF1,0.5788502097129822,0.8323072196620581,2.608085052733472e-33,0.5605629682540894,0.5961125258673262,1.0000216314941772e-31
NNMT,0.6970679759979248,0.8322826420890935,2.629603704077562e-33,0.4334637522697449,0.5004516090439288,1.0033541547948629e-31
PARP14,0.7120790481567383,0.8318525345622119,3.0356140745631203e-33,0.5445994734764099,0.5575883261067827,1.1526491888947925e-31
POLR1A,0.6910200119018555,0.8316190476190476,3.281128839657865e-33,-0.14498305320739746,0.24777285784939773,1.2398545789277207e-31
MYO1F,0.670802652835846,0.8315760368663594,3.328431802589124e-33,0.39791858196258545,0.5403671889202539,1.2422988713174384e-31
SMCHD1,0.6549820303916931,0.8315944700460829,3.308077805977342e-33,0.2843829393386841,0.400868833670337,1.2422988713174384e-31
OGN,0.7067208290100098,0.8315698924731183,3.3352437097502184e-33,0.4854774475097656,0.5439383561000973,1.2422988713174384e-31
NOLC1,0.6916838884353638,0.8315391705069123,3.3695087652398276e-33,0.12775129079818726,0.41726426049120957,1.249113628516869e-31
C1orf198,0.6058331727981567,0.831311827956989,3.6340216532721356e-33,0.4769585132598877,0.5414701659290468,1.3408168571648417e-31
PSMB10,0.7225885391235352,0.8311213517665128,3.87122550797021e-33,0.5739434361457825,0.5954960438470138,1.4178744474493241e-31
MSH6,0.67922043800354,0.8311152073732717,3.879124670853431e-33,0.5617877244949341,0.6049498173076641,1.4178744474493241e-31
CAB39L,0.6385841369628906,0.8310230414746543,3.999525461068598e-33,0.643314003944397,0.6624452628261357,1.4550831700687707e-31
MPRIP,0.6596208810806274,0.830906298003072,4.1573024954329336e-33,0.002168595790863037,0.30147015392441623,1.5054824129294632e-31
DAB2,0.6095937490463257,0.8306789554531488,4.482257065644109e-33,0.3692527413368225,0.5040500093639747,1.6156780998833283e-31
MMRN2,0.6625291109085083,0.830648233486943,4.528036775290062e-33,0.33595937490463257,0.4953732271843303,1.6246928282715075e-31
DDAH1,0.7062680125236511,0.830537634408602,4.696670336142882e-33,0.2570399045944214,0.39132421535973333,1.677504811384001e-31
PRKAR2B,0.6696408987045288,0.8304761904761904,4.7929998742739796e-33,0.5569314956665039,0.5771316622478234,1.7041293189350486e-31
HSP90B1,0.6581905484199524,0.8303717357910905,4.9612233628973696e-33,0.3168789744377136,0.45796333890302304,1.7559587848227703e-31
CORO1A,0.7363104820251465,0.8300030721966204,5.602510309280115e-33,0.642176628112793,0.6680674730849918,1.9740016053688763e-31
RCSD1,0.7067428827285767,0.8299293394777264,5.740189495656081e-33,0.5391364693641663,0.5966072287981126,2.013442252691563e-31
ANK2,0.6944320201873779,0.8297992614550583,5.9912118186258915e-33,0.2859881520271301,0.39798708415805756,2.0863071813974693e-31
CLIC2,0.6471397876739502,0.8297941628264207,6.00126714158055e-33,0.37803369760513306,0.4267230275480488,2.0863071813974693e-31
CNOT1,0.7017652988433838,0.8297572964669737,6.074467462913471e-33,-0.08458578586578369,0.2148483063627906,2.1024108183588127e-31
SH3BGRL,0.6725214719772339,0.8296282642089091,6.337626609562167e-33,0.04530590772628784,0.24578490311575202,2.1838288696033157e-31
PDCD6IP,0.6456878185272217,0.8295791090629798,6.440789906980194e-33,0.28058677911758423,0.44131920837038346,2.2096429233508366e-31
G3BP1,0.6762778162956238,0.8294439324116741,6.733051246758683e-33,0.36864715814590454,0.4621491892357534,2.2998221332815026e-31
OAS3,0.6557352542877197,0.8290875576036866,7.567300761697826e-33,0.6961677670478821,0.7010081957517353,2.5735402851304524e-31
ABLIM1,0.673598051071167,0.8289093701996927,8.021611113386297e-33,0.5011611580848694,0.5450058569813042,2.7162355899960008e-31
APPL1,0.6347479224205017,0.8287311827956988,8.502624626674439e-33,-0.34606337547302246,0.11212383620642037,2.866703871976184e-31
CRIP2,0.6736922264099121,0.8284608294930874,9.286894922828548e-33,0.3440445065498352,0.42455462204672617,3.1176863556379785e-31
NID1,0.6162680983543396,0.827778801843318,1.1594138209259871e-32,-1.0558116436004639,0.010280530886101244,3.8756132082406286e-31
IFI35,0.6837534308433533,0.8274961597542241,1.2707226564936867e-32,0.3807934522628784,0.4672621748908022,4.211691787751533e-31
CEP170,0.7099318504333496,0.8275084485407064,1.2656723970343914e-32,0.5042721033096313,0.5636469900298571,4.211691787751533e-31
QKI,0.5703610181808472,0.8274592933947771,1.285992237659151e-32,0.19475078582763672,0.3707431334406623,4.244316997033704e-31
BGN,0.6794642210006714,0.8273917050691243,1.3144549508541652e-32,-0.626793384552002,0.02049873693058556,4.320027993941715e-31
MAP7,0.677536129951477,0.8273671274961597,1.3249573667828628e-32,0.7703589797019958,0.7954601578760747,4.336324905010691e-31
LMO7,0.640084445476532,0.827348694316436,1.332888111106461e-32,0.6832045912742615,0.7115691502786347,4.344104502114474e-31
OAS2,0.6886666417121887,0.8271705069124423,1.4119907391199774e-32,0.6803780794143677,0.7077483418597459,4.582818075268242e-31
WDR75,0.6777184009552002,0.827010752688172,1.4868101237867727e-32,-0.02980935573577881,0.28660721234370884,4.805714375314106e-31
EPB41L2,0.679450511932373,0.8269615975422425,1.5106034596351578e-32,0.24792319536209106,0.4215290199777907,4.86252685648815e-31
FYB1,0.7338456511497498,0.8267201639336388,1.6329944446822264e-32,0.4809625744819641,0.5678091844385434,5.234951863239498e-31
MYO1E,0.5945513844490051,0.8265622119815667,1.7182708183666758e-32,0.5761274099349976,0.6261911927595125,5.4858425882710765e-31
GPX3,0.6526744365692139,0.8261935483870966,1.9346518248456194e-32,0.1705654263496399,0.28905591315433765,6.1266585319605e-31
INTS14,0.6477125287055969,0.8261996927803377,1.930835573764487e-32,-0.7254252433776855,0.19240277594472643,6.1266585319605e-31
DDX10,0.5728278160095215,0.8259969278033792,2.060752707127166e-32,-0.06823420524597168,0.26448652756269186,6.49968051417286e-31
EHBP1L1,0.5971428155899048,0.8257757296466972,2.2122577222856102e-32,0.3413100838661194,0.413983504845717,6.94951000149319e-31
MYL9,0.6273840665817261,0.825652841781874,2.3010896068792533e-32,0.29321354627609253,0.4318267070912062,7.19924023269679e-31
PATJ,0.6508459448814392,0.8256405529953915,2.3101627440640427e-32,-0.5320016145706177,0.14082125505829252,7.19924023269679e-31
PEBP1,0.6814494132995605,0.8254992319508448,2.4170574856345168e-32,-0.016964197158813477,0.2302582513940041,7.502469703425869e-31
PSME1,0.6851109862327576,0.8254623655913979,2.4457310659826788e-32,-0.00961923599243164,0.24980296809145447,7.561465770006527e-31
DNTTIP2,0.5919176340103149,0.8252165898617511,2.645591688494858e-32,-0.18369829654693604,0.16531463253355366,8.147172514727078e-31
LCP1,0.6671080589294434,0.825032258064516,2.8059081144682197e-32,0.5395012497901917,0.6019789702335056,8.606985596615849e-31
PALM,0.6509049534797668,0.8249769585253455,2.855832953105112e-32,0.5817294120788574,0.6144589823823812,8.725908343432885e-31
DEF6,0.7188910245895386,0.8249339477726574,2.8952643174622676e-32,0.6431860327720642,0.6652653727379727,8.811967895404613e-31
MYH10,0.5863648653030396,0.8249032258064515,2.923755770663372e-32,0.5671170949935913,0.6027540487590103,8.864192882995698e-31
ACBD3,0.6720421314239502,0.8248049155145928,3.0167874854926e-32,0.1853441596031189,0.3775133964706993,9.11093116275024e-31
GIMAP1,0.7063465714454651,0.8247557603686635,3.0643851519420017e-32,0.5041866302490234,0.5940326213707146,9.21908486865013e-31
MAGED2,0.6942744851112366,0.8246881720430105,3.131035613505695e-32,0.020867109298706055,0.27668765836226134,9.383509796491015e-31
DDX46,0.6076425909996033,0.8243195084485406,3.520371278048234e-32,0.08196812868118286,0.3482225645416146,1.0510055014081409e-30
SEPTIN7,0.6152225136756897,0.8242089093701996,3.6461577357366804e-32,-0.49792444705963135,0.04348765198179836,1.0803123412474361e-30
CDKN1B,0.6351873874664307,0.8242150537634407,3.6390554892992183e-32,-0.16547942161560059,0.13390384869980204,1.0803123412474361e-30
UTP18,0.6137171983718872,0.8240552995391703,3.828195708009307e-32,0.11175030469894409,0.35492124623846727,1.1299678048320302e-30
JUP,0.6320350170135498,0.8239385560675883,3.9724733597075886e-32,0.5873679518699646,0.6023807304009648,1.1681461135200285e-30
CNN1,0.6484696269035339,0.8239016897081411,4.0191320706944674e-32,0.5866388082504272,0.60640467341368,1.1774401144933379e-30
CDC42BPB,0.5404606461524963,0.8238894009216589,4.034804004668611e-32,0.11432409286499023,0.26133585293655,1.1776207807655924e-30
NOSTRIN,0.6679252982139587,0.8235391705069122,4.5075140887157665e-32,0.639610767364502,0.6605093119154979,1.3106979628972016e-30
SEPTIN6,0.6800071001052856,0.8235268817204299,4.5250501478170886e-32,0.4545902609825134,0.48295205811108566,1.3109237872676023e-30
CAP2,0.6079596281051636,0.8235145929339476,4.542653062853531e-32,0.2530211806297302,0.4569110984729695,1.3111672419793477e-30
FERMT3,0.6711612939834595,0.8234715821812595,4.60479336860932e-32,0.475685179233551,0.5578591260249667,1.3242166812228714e-30
MRTO4,0.6556170582771301,0.8234224270353302,4.676831308403895e-32,0.32863670587539673,0.47679290964009635,1.3351158574574915e-30
HCLS1,0.7064268589019775,0.8234224270353302,4.676831308403895e-32,0.5307174921035767,0.5686472664369135,1.3351158574574915e-30
SOD3,0.6131815910339355,0.8232872503840244,4.880678825820457e-32,0.4429672360420227,0.5164430781505271,1.3882425372933679e-30
SAAL1,0.5753852128982544,0.8229677419354837,5.397744192384819e-32,0.30842602252960205,0.4364386371248278,1.5297519953925383e-30
